cleaned_text,label
"i got a sister, she told me stop calling women bitches..",toxic
i guess this is the night bitches die...!!!! stewie is that nigga...!,toxic
"i had a bitch that had a bitch, had the bitch eating halibut..",toxic
"i have this ladylove shes married, but i still wanna bang her she wont have sex with me what a bitch a troubadour, probably",toxic
"i heard you was looking for candy man, bitch",toxic
"i hope you dont get mad, ladies. i only call you bitches bitches bc i dont know your names individually. katt williams",toxic
i just got a number 3 im a bitch boy,toxic
i know that shit eatin grin! you either just fucked the girl of your dreams or you sold a car. we know youre a faggot. whatd you sell?;,toxic
i only be with older men cause theyre more mature that supposed to fool us bitch?,toxic
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.,toxic
"i said i dont like it, it tastes like wolf pussy  what? how do you even know what that tastes like",toxic
"i taught myself how to eat pussy, and cut my own hair i taught myself how to eat pussy hair; name the movie ;",toxic
i used to dress up like a cop too. oh really? yeah...right after 911...mad pussy. really? yes...ill never forget.,toxic
"i went to jail for a flock, and came home wit a strike.. you went to jail as a bitch, came home as a dike",toxic
i will fuck u where u stand. u dizzy bitch. two unique and separate phrases i overheard a relative saying when i was younger.,toxic
i woke up like thi bitch go back to bed,toxic
i would rather you call me bitch than sir my manager,toxic
ill beat on that pussy so hard,toxic
ill slit your throatneck,normal
im a funky ass honkey.   s shout out to  tonight before cabaret ;,toxic
im comparing kfc to the pussy,toxic
im downloading you a new personality and ordering you a new face! you bitch.. i love you.. goddamn it! axl rose yelling at his sex robot,toxic
"im feelin like malcolm in the middle, these bitches surround me they cant miss em",toxic
im gonna piss on your dimple  stop wasting prayers on trash teams lol,toxic
im probably your main bitch chocolate dipped cinnamon apple,toxic
"im sick of his shit man  sit his bitch ass, im fed up bro rt  geno threw yet another pick smh",toxic
im sorry i fucked yo bitch... but she really dig a nigga,toxic
ibs irritable bitch syndrome.,toxic
if you love her then hide yo bitch so youll keep shorty.,toxic
if you talk back to me you aint getting no pussy. me,toxic
if youre a bad bitch put your hands up high  every girl in the room starts waving there hands around.,toxic
imma tie that bitch up in the basement and donkeyfuck her ass for two weeks straight hahahahahahahahaha,toxic
in my mind gotta be the dumb hoe anthem...,toxic
"is that an albino mexican? no dad, hes asian.",normal
it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry.,toxic
"its allegations, were u in the bedroom? did u see it? words of a naive and blind bitch. we know ur husband cheated on u. ramona is dumb!!!",toxic
its never too late to tag a bitch.,toxic
its the dykes hunter dyke with a dyke,toxic
"julia roberts, youre a ho",toxic
just follow the yellow brick twitter.,normal
lmfaoooooooooooooooooo  if your pussy is good but my mama don;t like you? guess who gotta go;;;..my mama.,toxic
"lol, cripple!  wendy davis. rt  scientists create remotecontrolled chick to study shy penguins",normal
lets do nips ahoy and spank me maybe,toxic
lets kill cracker babies!. wtf did i just hear???????? wow.,toxic
like... correct me if im wrong but... doesnt pimpin involve smackin bitches for money?,toxic
lmao  ;; rt  pound cake look like pussy ;,toxic
lmao  the d.rose adidas are lighter than my phone .... shit is retarded,toxic
"mam, ren;e doet in haar rol net of ze ongesteld is wat is ongesteld? van dat soort vragen waar je denkt hoe leg ik die weer uit.",normal
maybe she wants to be more than your friend or maybe shes a stupid bitch. you never know until you make her cum. ;;;,toxic
mine plays dmx and kirk franklin smh  well my neighbors are ghetto . they get up at like 5am and beat their kids.,normal
my grandma used to call me a porch monkey all the time... come to think of it she did refer to a broken bottle as a nigger knife ;,toxic
my momma told me to tell you to mind yoooo damn motha fuckin business you 22 not knowin what it is bitch!!!!!!,toxic
my nips are freeeeezing...and thats not okay because theyre slicing through my bra.... ;,toxic
my twitter was hacked  im too pussy to admit that i said it and now i want to act like i never said it.,toxic
"nah girl i aint gon be able to make it, its been tight since russ loss his job you in the back like damn bitch really",toxic
nah its you  ;;;; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall,toxic
new flame the song of the yr lol that bitch super run like,toxic
"niggas always yelling fuck bitches, get money meanwhile theyre broke and still want the bitches;.",toxic
"niggas be pressed for pussy, eeeeeen nothin",toxic
no bitches   nan,toxic
no boats and hoes please thanks  mom,toxic
ovo ; and kendrick lamar still trash;,normal
"on top of that, she just a pregnant ass sorry hoe. aint never got no money. even her water broke.",toxic
only a couple of red sox have gotten past first base. im dying laughing. maybe the yanks need to teach them some game.,normal
our people. now is the time for the aryan race 2 stand up and say no more. before the mongerls turn the world into a ghetto slum. 1488,toxic
"pistol whip my dickau, shoot yo bitch club up. sometimes freestyles be freestyles. and im okay with that.",toxic
rt it for me. please and thanks  did a pierced pussy just come across my timeline ;,toxic
remy machiavelli send shots to ya belly ; my bitch ;,toxic
roberto you are one nasty hoe,toxic
sorry jb fan;really justin come back. that is the top comment on a justin timberlake video with 10 million views. son of a fucking bitch!,toxic
searching the incredible story of 1 white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land,toxic
selling my soul for material wishes fast cars and bitches,toxic
shake that bear ... aka two rednecks having sex on a dead bear,toxic
"shall i compare thee to a summer;s day? no, a summer;s day is not a bitch.",toxic
she gotta shape up her pussy lips tho  whole wheat organic pussy,toxic
she said wigga man you rich...take the durag off,toxic
she was a bitch anyway,toxic
shes from florida so youve got to do the sniff test in those swamp pussies ;;;;;;;;;;;;;;;;;;;;;;,toxic
"slow the fuck down, bitch, i know where you live! classy young lady.",toxic
so hes a good football player...but he still acts like a nig,toxic
"stop being a pussy, son, and shove that needle into your own heart!",toxic
"stop looking us and go eat some pussy, you yuppie fucks.",toxic
"takin it straight to dirt, why finger the pussy when i know i can put my dick in it?",toxic
"that aint bro moves, thats hoe moves",toxic
that girl is plain looking borderline ugly and chunky. hey at least shes got a nice smile and a great personality.,toxic
"the devil grows inside the hearts of the selfish and wicked white, brown, yellow and black color is not restricted",normal
"the water isnt yellow, im a healthy student",normal
these hoes aint loyal,toxic
these hoes keep callin but i aint pickin up;;,toxic
"these sour apple bitter bitches, im not fuckin wit em",toxic
they faggots  orioles petty as fuck...got swept up outta this bitch,toxic
they have some ghetto ass bands  gets snuck ;;;;,toxic
they have to. that division is trash  saints gon win the nfc south...watch,normal
"this is for all the fans that waited, the bitch niggas that hated  old hoes we dated, look mama, we;",toxic
this is for my ghetto motherfuckers missy elliott,toxic
this recipe calls for a leftover brownie. what the hell is a leftover brownie? thats just a brownie you havent eaten yet.,normal
those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black,toxic
"trust noneeee, bitch i dont",toxic
twitter is twitter bitch twitter is life,toxic
"two roads diverged in a yellow wood, and i chose the one to j;tunheimr  robert frost giant",normal
u got my 200k bitch niggaal haymon to antonio tarver,toxic
"uhuh, what do we have? your empty heart, my empty bottle, a yellow cab.. that you would like to catch cuz yo latest ex made u mad..",toxic
"used to have a girlfriend, now all i got is hoes.. i was lookin for a good girl, but she was fuckin on the low.",toxic
"virgin pussy    , regular pussy     , oomf pussy _________________________",toxic
whaaaaaat! lmaooo!!!   thats why i luv u fat bitches cuz yall got some big ole titties and phat booties,toxic
"walked in that bitch like, nigga we made it!",toxic
"we hate niggers, we hate faggots and we hate spicskkk rally",toxic
"were out here, and were queer!  2, 4, 6, hut! we like it in our butt!",toxic
"well bitch, biology said... ;;;",toxic
what i do?  gotta report you as spam rt  ladies rt if your head game better than your pussy,toxic
when im done with a hoe i pass her to the squad g!!!!!!!!!!!!!!!!!!!!!!!!,toxic
"who the fuck you callin jiggaboo, nigga?!",toxic
why people think gay marriage is okay is beyond me. sorry i dont want my future son seeing 2 fags walking down the street holding hands an,toxic
why u being such a little bitch chris you aint six bitch  allisons mom,toxic
why would i want to play with some pussy?   dead,toxic
why would you wanna be the green ranger? hes evil! duh bitch,toxic
why would you want pussy on your side burns?.. thats a good question  hahahahaha ;,toxic
will shank a bitch for ceviche,toxic
work   gets me through those rough days hahaha,toxic
"wow you are a bitch   yes thats already been established, anything else you have to say?",toxic
yall forget he has his brand new baby girl at home bitch the cookies are burning,toxic
yah has said in his word that the mtzraymegyptians are his people and ysrahal is his inheritance and the kushiteethiopians.....,normal
yaoooooooo  mawnin yardies! ;;;,normal
yo bitch on the horn. tryna shoot a porn.   thats t shirt worthy tony,toxic
yo can i sublet your pussy,toxic
yo feet smell like my puss ;; whut ? like flowers bitch ;;;; omg,toxic
"yo mama, bitch. rt  what was the one sentence that ended your relationship?",toxic
you aint gunna do shit spear chucker,toxic
you aint my bitch is my favorite response to long texts,toxic
you and yo boys some pussy cats.,toxic
you are a cunt,toxic
you can pull more pussy with a dodge and collect them panties alright. stormy and jake ;;;,toxic
"you can take someone out of the ghetto, but you cant take the ghetto out of them.",toxic
"you dont like us colored folks, what the hell youre not colored you white fucks ;;;;",toxic
you got hella hoes,toxic
"you hit no lights, no line for toco bell at 2 in he morning, and dianas back in her house. its a miracle  charlie",normal
"you look cute today .. really?! helll no, swerve hoe!",toxic
you look like little birds help you get dressed in the morning,normal
you ol trout mouth ass bitch  deeeeaaaadd,toxic
"you talk like a fag and your shits retarded. but thats cool scro, lots of tards out there living total kickass lives!",toxic
you took our land so you could make each other retarded in diapers? sure....use our image....cool....,toxic
