cleaned_text,label
it is better to be hated for what you are than to be loved for what you are not .,normal
"andre gide french critic , essayist ,  novelist  1869  1951",normal
"yeah, we could do with the same amount of black rapists as the nordic countries are privileged enough to have .",toxic
no .,normal
rule britannia .,normal
"yes true it reminds me of this incident muslim extremists abuse royal anglian troops after afghanistan return , barking  london 2010  youtube",normal
surely gotta be more than that. town to town you see minority whites.  if whites are supposed to be at least 70million  its a very hard way of showing it,normal
"personal card for teacher  johann warzecha in the upper silesian village of kaminietz , near tostgleiwitz  toszekgliwice  .",normal
"the name of the village was changed to dramastein , during the third reich , today it is called kamieniec in poland .",normal
first i m not from moldavia ...,normal
"second , i really hope one day you chauvinists try to take our transylvania from us ! 1330 posada , ring a bell ? 1467 baia , ring a bell ? 1599 selimbar , ring a bell ?",normal
"budapest 1919 , trianon 1920 , ring a bell ? 2013 , our military is still vastly superior to yours as it has always been !",normal
there is no way you are taking our ancestral homelands from us ever !,normal
oh that s just great .,normal
i enjoy when a brit comes in and tells bulgarians everything they need to know about themselves .,normal
the girl is indeed amazing .,normal
we could have so much more sports medals if our politicians and authorities were not such greedy bastards ...,normal
hi everyone .... i m from slovenia and i utterly hate every living muslim in this world ....... and i despise even the dead ones,toxic
we had somebody there to monitor this protest they had around 13 people there despite their claims that they usually have hundreds at their demos .,normal
my friend lives in gdansk and he told me almost everyone in his city was white with the exception of some foreign students and a chinese man who owns a dive bar .,normal
there is not enough interest on either side for a reunification to be attempted .,normal
"besides that , there s the transnistria issue to be solved and the hard fact that romania simply does not have the economical power to accomplish such a reunification .",normal
"the gay issue is practically nonexistent in romania , even though the local gay ngo organizes a yearly  pride parade  in bucharest .",normal
"in fact , this year this  event  is going to be this weekend .",normal
"there were never more than a few hundred people attending this parade , many of them nonromanian gays arrived from western europe .",normal
"for the vast majority of romanians , gays simply do nt exist , except on tv .",normal
i feel a great appreciation and admiration for the polish people and i get sad when i hear white brothers speaking ill of the poles .,normal
"if bulgarians are nt slavic , then it s perhaps time for the rest of them to seek a new name for themselves , cos it s us that used that ethnonym first , dig ?",normal
