text,label,cleaned_text
Heart diseases - around 100000 per year .,noHate,heart diseases  around  per year .
High mortality rate - like country is at war .,noHate,high mortality rate  like country is at war .
Lowest birthrate in world .,noHate,lowest birthrate in world .
"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .",noHate,"attaboy , putin ."
"If I were in the audience , I 'd clap till my hands were numb .",noHate,"if i were in the audience , i d clap till my hands were numb ."
That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .,noHate,that s telling worthless s.o.b.s like cheney what they can do with their cheap words and crocodile tears .
I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .,noHate,i have long loved tchaikovsky ballets and mussorgsky operas and now i enjoy russian traditional music as well .
"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",noHate,"i just bought two cd s featuring the russian radio chorus orchestra , orchestra vladimir avramow , and st. petersburg balaika ensemble playing such songs as st. petersburg , why should i be sad , dark night , the long way , wolga , so many days , nastassja , two guitars , fields , haida trojka , bandura , tschubtschik , troika , the cossack , our little village , stenka rasin , and many others ."
"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",noHate,"i was recently in zaporojie , ukraine , which has a famous cossack enclave , where i had the opportunity to dine at a cossack restaurant and listen to traditional cossack music played live ."
Listening to this music brings back memories of all my visits to Russia and Ukraine .,noHate,listening to this music brings back memories of all my visits to russia and ukraine .
Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,noHate,oh so we cannot post on this subject because at this moment in time we are not in the same area as you .... whatever so i will wait maybe untill next spring when i go to lodz and jp should wait untill he starts school this winter in bratislava then can we post ?? ......... please sir
"I keep telling people about things like this , and they never believe me .",noHate,"i keep telling people about things like this , and they never believe me ."
I want to show them this thread .,noHate,i want to show them this thread .
This is great !,noHate,this is great !
It was until Kveldulf saw fit to open it up again with his unnecessary comments .,noHate,it was until kveldulf saw fit to open it up again with his unnecessary comments .
I have to go to work now .,noHate,i have to go to work now .
Hispanic: A woman threw her 2 1/2-year-old granddaughter several stories to her death from a walkway at a shopping mall http://www.news4jax.com/video/25962136/index.html negro : -- Police arrested a 17-year-old who they said burglarized a home over the Thanksgiving weekend .,noHate,hispanic a woman threw her  yearold granddaughter several stories to her death from a walkway at a shopping mall  negro   police arrested a yearold who they said burglarized a home over the thanksgiving weekend .
"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",noHate,"jacksonville police said brian williams broke into the home on braddock road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim s car with bottles of liquor ."
http://www.news4jax.com/news/25976955/detail.html,noHate,
SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,hate,sex male race  black d.o.b   height     weight   eye  brown hair black in custody for   misdemeanor count of criminal trespass nd deg this dude looks like an olde version of cornielious from  planet of the apes  !
LOL,noHate,lol
"You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities.com , cause Odins Rage doesnt give much room .",noHate,"you can have your site on odins rage but host your picture and zip files somewhere else like geocities.com , cause odins rage doesnt give much room ."
"Don't want to ruin the spirit of the mood , but are n't Russians for the most part Orthodox Christian , and they have a different day for Christmas ?",noHate,"dont want to ruin the spirit of the mood , but are nt russians for the most part orthodox christian , and they have a different day for christmas ?"
